Company Name,Company Business,Market Value,Annual Revenue,Operating Income,Net Income,Assets,Liabilities
NUVEEN GEORGIA QUALITY MUNICIPAL INCOME FUND,Financial Services,136000000,0,0,0,0,0
NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,Financial Services,136000000,0,0,0,0,0
NUVEEN SELECT MATURITIES MUNICIPAL FUND,Financial Services,133000000,0,0,0,0,0
ORANGE COUNTY BANCORP,Financial Services,123000000,0,0,0,0,0
RIGNET,Energy,124000000,0,0,0,0,0
SOLARWINDOW TECHNOLOGIES,Utilities,404000000,0,0,0,0,0
TRI CITY BANKSHARES CORPORATION,Financial Services,156000000,0,0,0,0,0
UNIVERSAL STAINLESS & ALLOY PRODUCTS,Basic Materials,66000000,0,0,0,0,0
ABERDEEN GLOBAL DYNAMIC DIVIDEND FUND,Financial Services,131000000,0,0,0,0,0
GRN HOLDING CORPORATION,Financial Services,17000000,0,0,0,0,0
KALA PHARMACEUTICALS,Healthcare,380000000,0,0,0,0,0
PARATEK PHARMACEUTICALS,Healthcare,286000000,0,0,0,0,0
SANTA CRUZ COUNTY BANK,Financial Services,99000000,0,0,0,0,0
ION GEOPHYSICAL CORPORATION,Energy,37000000,0,0,0,0,0
SUNDANCE ENERGY,Energy,12000000,0,0,0,0,0
FENNEC PHARMACEUTICALS,Healthcare,184000000,0,0,0,0,0
MERITAGE HOSPITALITY GROUP,Consumer Cyclical,124000000,0,0,0,0,0
RIVERVIEW FINANCIAL CORPORATION,Financial Services,85000000,0,0,0,0,0
U.S. WELL SERVICES,Energy,31000000,0,0,0,0,0
WELLS FARGO ADVANTAGE UTILITIES AND HIGH INCOME FUND,Financial Services,119000000,0,0,0,0,0
ONCOCYTE CORPORATION,Healthcare,162000000,0,0,0,0,0
ETON PHARMACEUTICALS,Healthcare,197000000,0,0,0,0,0
MERIDIAN CORPORATION,Financial Services,128000000,0,0,0,0,0
TORTOISE PIPELINE & ENERGY FUND,Financial Services,43000000,0,0,0,0,0
WESTERN ASSET INTERMEDIATE MUNI FUND,Financial Services,130000000,0,0,0,0,0
ASURE SOFTWARE,Technology,135000000,0,0,0,0,0
DTF TAX-FREE INCOME,Financial Services,127000000,0,0,0,0,0
FONAR CORPORATION,Healthcare,114000000,0,0,0,0,0
NUVEEN EMERGING MARKETS DEBT 2022 TARGET TERM FUND,Financial Services,107000000,0,0,0,0,0
ENZO BIOCHEM,Healthcare,121000000,0,0,0,0,0
RHINEBECK BANCORP,Financial Services,97000000,0,0,0,0,0
SPECIAL OPPORTUNITIES FUND,Financial Services,120000000,0,0,0,0,0
VOBILE GROUP,Technology,1036000000,0,0,0,0,0
BLACKROCK MUNICIPAL INCOME INVESTMENT QUALITY TRUST,Financial Services,131000000,0,0,0,0,0
CITIZENS HOLDING COMPANY,Financial Services,117000000,0,0,0,0,0
DELAWARE ENHANCED GLOBAL DIVIDEND AND INCOME FUND,Financial Services,117000000,0,0,0,0,0
EVELO BIOSCIENCES,Healthcare,558000000,0,0,0,0,0
GAMCO NATURAL RESOURCES GOLD & INCOME TRUST,Financial Services,102000000,0,0,0,0,0
NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION,Basic Materials,96000000,0,0,0,0,0
SALISBURY BANCORP,Financial Services,106000000,0,0,0,0,0
SB FINANCIAL GROUP,Financial Services,138000000,0,0,0,0,0
SUTTER ROCK CAPITAL,Financial Services,261000000,0,0,0,0,0
TRAVELZOO,Consumer Cyclical,107000000,0,0,0,0,0
MANITEX INTERNATIONAL,Industries,102000000,0,0,0,0,0
EXONE COMPANY,Industries,185000000,0,0,0,0,0
APPLIQATE,Communication Services,4000000,0,0,0,0,0
BLUELINX HOLDINGS,Industries,277000000,0,0,0,0,0
CHIMERIX,Healthcare,303000000,0,0,0,0,0
CYTOSORBENTS CORPORATION,Healthcare,344000000,0,0,0,0,0
GOODRICH PETROLEUM CORPORATION,Energy,128000000,0,0,0,0,0
PIONEER DIVERSIFIED HIGH INCOME TRUST,Financial Services,121000000,0,0,0,0,0
BETTER CHOICE COMPANY,Consumer Defensive,62000000,0,0,0,0,0
PSB HOLDINGS,Financial Services,92000000,0,0,0,0,0
EATON VANCE FLOATING-RATE INCOME PLUS FUND,Financial Services,118000000,0,0,0,0,0
MILLENDO THERAPEUTICS,Healthcare,41000000,0,0,0,0,0
NORTHEAST COMMUNITY BANCORP,Financial Services,123000000,0,0,0,0,0
PEDEVCO,Energy,109000000,0,0,0,0,0
ROYCE GLOBAL VALUE TRUST,Financial Services,140000000,0,0,0,0,0
SILVERBOW RESOURCES,Energy,63000000,0,0,0,0,0
SOLENO THERAPEUTICS,Healthcare,154000000,0,0,0,0,0
ABERDEEN AUSTRALIA EQUITY FUND,Financial Services,120000000,0,0,0,0,0
BNCCORP,Financial Services,154000000,0,0,0,0,0
CROGHAN BANCSHARES,Financial Services,116000000,0,0,0,0,0
MEDLEY CAPITAL CORPORATION,Financial Services,76000000,0,0,0,0,0
VALLEY REPUBLIC BANCORP,Financial Services,91000000,0,0,0,0,0
BAY BANKS OF VIRGINIA,Financial Services,118000000,0,0,0,0,0
RIVERNORTH MARKETPLACE LENDING CORPORATION,Financial Services,91000000,0,0,0,0,0
INTELLICHECK,Technology,210000000,0,0,0,0,0
P10 HOLDINGS,Financial Services,589000000,0,0,0,0,0
SEVERN BANCORP,Financial Services,92000000,0,0,0,0,0
ULTRALIFE CORPORATION,Industries,100000000,0,0,0,0,0
APTINYX,Healthcare,219000000,0,0,0,0,0
FENTURA FINANCIAL,Financial Services,103000000,0,0,0,0,0
INFORMATION SERVICES GROUP,Technology,158000000,0,0,0,0,0
MASTECH DIGITAL,Industries,181000000,0,0,0,0,0
CLEARSIDE BIOMEDICAL,Healthcare,111000000,0,0,0,0,0
HARVARD BIOSCIENCE,Healthcare,165000000,0,0,0,0,0
CALAMOS GLOBAL TOTAL RETURN FUND,Financial Services,131000000,0,0,0,0,0
DELAWARE INVESTMENTS DIVIDEND AND INCOME FUND,Financial Services,71000000,0,0,0,0,0
ENB FINANCIAL CORP,Financial Services,103000000,0,0,0,0,0
NANTHEALTH,Healthcare,359000000,0,0,0,0,0
PARDEE RESOURCES COMPANY,Energy,112000000,0,0,0,0,0
RIVERNORTH OPPORTUNITIES FUND,Financial Services,151000000,0,0,0,0,0
NEUBASE THERAPEUTICS,Healthcare,166000000,0,0,0,0,0
BLACKROCK MUNIYIELD INVESTMENT QUALITY FUND,Financial Services,122000000,0,0,0,0,0
IDEANOMICS,Technology,553000000,0,0,0,0,0
INVESCO HIGH INCOME TRUST II,Financial Services,88000000,0,0,0,0,0
SOTHERLY HOTELS,Real Estate,51000000,0,0,0,0,0
STONE HARBOR EMERGING MARKETS TOTAL INCOME FUND,Financial Services,90000000,0,0,0,0,0
FLOTEK INDUSTRIES,Energy,152000000,0,0,0,0,0
FTS INTERNATIONAL,Energy,250000000,0,0,0,0,0
PRGX GLOBAL,Industries,179000000,0,0,0,0,0
LANDMARK BANCORP,Financial Services,108000000,0,0,0,0,0
SAN JUAN BASIN ROYALTY TRUST,Energy,124000000,0,0,0,0,0
CASSAVA SCIENCES,Healthcare,244000000,0,0,0,0,0
PERMA-FIX ENVIRONMENTAL SERVICES,Industries,73000000,0,0,0,0,0
SYNALLOY CORPORATION,Basic Materials,71000000,0,0,0,0,0
SCPHARMACEUTICALS,Healthcare,147000000,0,0,0,0,0
ADAMAS PHARMACEUTICALS,Healthcare,123000000,0,0,0,0,0
CBB BANCORP,Financial Services,82000000,0,0,0,0,0
PRIVATE BANCORP OF AMERICA,Financial Services,103000000,0,0,0,0,0
GABELLI GLOBAL SMALL AND MID CAP VALUE TRUST,Financial Services,121000000,0,0,0,0,0
FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,Real Estate,109000000,0,0,0,0,0
IMPAC MORTGAGE HOLDINGS,Financial Services,65000000,0,0,0,0,0
INVESTVIEW,Technology,439000000,0,0,0,0,0
SWISS HELVETIA FUND,Financial Services,119000000,0,0,0,0,0
CYPRESS ENERGY PARTNERS,Energy,28000000,0,0,0,0,0
NOVAVAX,Healthcare,7527000000,0,0,0,0,0
VOXX INTERNATIONAL CORPORATION,Consumer Cyclical,309000000,0,0,0,0,0
CELCUITY,Healthcare,95000000,0,0,0,0,0
GUARANTY FEDERAL BANCSHARES,Financial Services,75000000,0,0,0,0,0
STRONGBRIDGE BIOPHARMA,Healthcare,163000000,0,0,0,0,0
GABELLI CONVERTIBLE AND INCOME SECURITIES FUND,Financial Services,118000000,0,0,0,0,0
PIVOTAL SYSTEMS CORPORATION,Technology,87000000,0,0,0,0,0
PIMCO NEW YORK MUNICIPAL INCOME FUND,Financial Services,91000000,0,0,0,0,0
VTV THERAPEUTICS,Healthcare,141000000,0,0,0,0,0
LEAF GROUP,Communication Services,160000000,0,0,0,0,0
PARK CITY GROUP,Technology,96000000,0,0,0,0,0
ARMANINO FOODS OF DISTINCTION,Consumer Defensive,81000000,0,0,0,0,0
SESEN BIO,Healthcare,175000000,0,0,0,0,0
SOMERSET TRUST HOLDING COMPANY,Financial Services,99000000,0,0,0,0,0
CURE PHARMACEUTICAL HOLDING,Healthcare,69000000,0,0,0,0,0
EAGLE FINANCIAL SERVICES,Financial Services,101000000,0,0,0,0,0
LRAD CORPORATION,Technology,219000000,0,0,0,0,0
ONE GROUP HOSPITALITY,Consumer Cyclical,108000000,0,0,0,0,0
VERTICAL CAPITAL INCOME FUND,Financial Services,102000000,0,0,0,0,0
SMART SAND,Energy,71000000,0,0,0,0,0
FIRST NATIONAL CORPORATION,Financial Services,82000000,0,0,0,0,0
LA JOLLA PHARMACEUTICAL COMPANY,Healthcare,106000000,0,0,0,0,0
NUVEEN CALIFORNIA SELECT TAX-FREE INCOME PORTFOLIO,Financial Services,103000000,0,0,0,0,0
CUSHING RENAISSANCE FUND,Financial Services,95000000,0,0,0,0,0
AMTECH SYSTEMS,Technology,91000000,0,0,0,0,0
AIRGAIN,Technology,174000000,0,0,0,0,0
BANK OF SOUTH CAROLINA CORPORATION,Financial Services,88000000,0,0,0,0,0
CV SCIENCES,Healthcare,47000000,0,0,0,0,0
MOHAWK GROUP HOLDINGS,Technology,450000000,0,0,0,0,0
SECURITY NATIONAL FINANCIAL CORPORATION,Financial Services,160000000,0,0,0,0,0
BLACKROCK STRATEGIC MUNICIPAL TRUST,Financial Services,104000000,0,0,0,0,0
SECURITY FEDERAL CORPORATION,Financial Services,84000000,0,0,0,0,0
DUFF & PHELPS SELECT MLP AND MIDSTREAM ENERGY FUND,Financial Services,13000000,0,0,0,0,0
HC2 HOLDINGS,Communication Services,250000000,0,0,0,0,0
HMN FINANCIAL,Financial Services,83000000,0,0,0,0,0
RANGER ENERGY SERVICES,Energy,56000000,0,0,0,0,0
BRAINSTORM CELL THERAPEUTICS,Healthcare,145000000,0,0,0,0,0
CHAMPIONS ONCOLOGY,Healthcare,145000000,0,0,0,0,0
VERASTEM,Healthcare,364000000,0,0,0,0,0
ACORDA THERAPEUTICS,Healthcare,7000000,0,0,0,0,0
ASSERTIO THERAPEUTICS,Healthcare,38000000,0,0,0,0,0
CALVIN B. TAYLOR BANKSHARES,Financial Services,98000000,0,0,0,0,0
NCS MULTISTAGE HOLDINGS,Energy,53000000,0,0,0,0,0
GABELLI GLOBAL UTILITY & INCOME TRUST,Financial Services,99000000,0,0,0,0,0
VIRGINIA NATIONAL BANKSHARES CORPORATION,Financial Services,74000000,0,0,0,0,0
VOYA ASIA PACIFIC HIGH DIVIDEND EQUITY INCOME FUND,Financial Services,103000000,0,0,0,0,0
CONFORMIS,Healthcare,57000000,0,0,0,0,0
EATON VANCE TAX-ADVANTAGED BOND AND OPTION STRATEGIES FUND,Financial Services,96000000,0,0,0,0,0
POTBELLY CORPORATION,Consumer Cyclical,107000000,0,0,0,0,0
TRI-COUNTY FINANCIAL GROUP,Financial Services,87000000,0,0,0,0,0
ORION ENERGY SYSTEMS,Industries,302000000,0,0,0,0,0
JUNIATA VALLEY FINANCIAL,Financial Services,89000000,0,0,0,0,0
NUVEEN MUNICIPAL INCOME FUND,Financial Services,104000000,0,0,0,0,0
RANDOLPH BANCORP,Financial Services,122000000,0,0,0,0,0
TFF PHARMACEUTICALS,Healthcare,318000000,0,0,0,0,0
AMERICAN BRIVISION (HOLDING) CORPORATION,Healthcare,106000000,0,0,0,0,0
CAPITAL SENIOR LIVING CORPORATION,Healthcare,26000000,0,0,0,0,0
IEC ELECTRONICS,Technology,142000000,0,0,0,0,0
LIVEXLIVE MEDIA,Communication Services,237000000,0,0,0,0,0
NORTH DALLAS BANK & TRUST,Financial Services,98000000,0,0,0,0,0
NUVERA COMMUNICATIONS,Communication Services,96000000,0,0,0,0,0
RESEARCH FRONTIERS,Technology,88000000,0,0,0,0,0
EMMAUS LIFE SCIENCES,Healthcare,60000000,0,0,0,0,0
EVERSPIN TECHNOLOGIES,Technology,87000000,0,0,0,0,0
IMMUNIC,Healthcare,317000000,0,0,0,0,0
INNOVATIVE SOLUTIONS AND SUPPORT,Industries,112000000,0,0,0,0,0
LIBERATED SYNDICATION,Technology,145000000,0,0,0,0,0
YOUNGEVITY INTERNATIONAL,Consumer Defensive,9000000,0,0,0,0,0
ALASKA COMMUNICATIONS SYSTEMS GROUP,Communication Services,199000000,0,0,0,0,0
ASTRONOVA,Technology,76000000,0,0,0,0,0
CHICKEN SOUP FOR SOUL ENTERTAINMENT,Communication Services,253000000,0,0,0,0,0
EATON VANCE CALIFORNIA MUNICIPAL INCOME TRUST,Financial Services,98000000,0,0,0,0,0
FIRST BANKERS TRUSTSHARES,Financial Services,86000000,0,0,0,0,0
HIREQUEST,Industries,136000000,0,0,0,0,0
IDENTIV,Technology,153000000,0,0,0,0,0
MAMMOTH ENERGY SERVICES,Energy,204000000,0,0,0,0,0
MEDLEY MANAGEMENT,Financial Services,27000000,0,0,0,0,0
SWEEGEN,Consumer Defensive,91000000,0,0,0,0,0
UNITED-GUARDIAN,Consumer Defensive,66000000,0,0,0,0,0
WESTBURY BANCORP,Financial Services,67000000,0,0,0,0,0
FREQUENCY ELECTRONICS,Technology,99000000,0,0,0,0,0
SACHEM CAPITAL,Real Estate,92000000,0,0,0,0,0
STEEL CONNECT,Industries,49000000,0,0,0,0,0
VOYA NATURAL RESOURCES EQUITY INCOME FUND,Financial Services,57000000,0,0,0,0,0
HORIZON GLOBAL CORPORATION,Consumer Cyclical,222000000,0,0,0,0,0
PORTMAN RIDGE FINANCE CORPORATION,Financial Services,121000000,0,0,0,0,0
AKERNA,Healthcare,64000000,0,0,0,0,0
COMMUNITY WEST BANCSHARES,Financial Services,77000000,0,0,0,0,0
CORTLAND BANCORP,Financial Services,79000000,0,0,0,0,0
NORTHWAY FINANCIAL,Financial Services,77000000,0,0,0,0,0
SOUTH ATLANTIC BANCSHARES,Financial Services,92000000,0,0,0,0,0
SUPERIOR INDUSTRIES INTERNATIONAL,Consumer Cyclical,105000000,0,0,0,0,0
TESSCO TECHNOLOGIES,Technology,55000000,0,0,0,0,0
TRANSPORTATION AND LOGISTICS SYSTEMS,Industries,46000000,0,0,0,0,0
TRINITY PLACE HOLDINGS,Real Estate,40000000,0,0,0,0,0
YRC WORLDWIDE,Industries,236000000,0,0,0,0,0
UR-ENERGY,Energy,139000000,0,0,0,0,0
GRANDSOUTH BANCORPORATION,Financial Services,79000000,0,0,0,0,0
INVESTCORP CREDIT MANAGEMENT BDC,Financial Services,66000000,0,0,0,0,0
TRILOGY INTERNATIONAL PARTNERS,Communication Services,66000000,0,0,0,0,0
AXCELLA HEALTH,Healthcare,195000000,0,0,0,0,0
BLACKHAWK BANCORP,Financial Services,93000000,0,0,0,0,0
CALEDONIA MINING CORPORATION,Basic Materials,192000000,0,0,0,0,0
CONTANGO ORE,Basic Materials,112000000,0,0,0,0,0
F & M BANK,Financial Services,74000000,0,0,0,0,0
HARLEYSVILLE FINANCIAL CORPORATION,Financial Services,81000000,0,0,0,0,0
INVESCO HIGH INCOME 2024 TARGET TERM FUND,Financial Services,77000000,0,0,0,0,0
SOUND FINANCIAL BANCORP,Financial Services,82000000,0,0,0,0,0
NEW HOME COMPANY,Consumer Cyclical,86000000,0,0,0,0,0
AIR INDUSTRIES GROUP,Industries,40000000,0,0,0,0,0
CTI BIOPHARMA,Healthcare,237000000,0,0,0,0,0
ARMSTRONG FLOORING,Industries,82000000,0,0,0,0,0
LAKE SHORE BANCORP,Financial Services,75000000,0,0,0,0,0
MACQUARIE/FIRST TRUST GLOBAL INFRASTRUCTURE/UTILITIES DIVIDEND & INCOME FUND,Financial Services,72000000,0,0,0,0,0
MICROVISION,Technology,814000000,0,0,0,0,0
RED LION HOTELS CORPORATION,Consumer Cyclical,88000000,0,0,0,0,0
LIQUIDIA TECHNOLOGIES,Healthcare,126000000,0,0,0,0,0
CERES GLOBAL AG,Industries,97000000,0,0,0,0,0
VIREO HEALTH INTERNATIONAL,Healthcare,145000000,0,0,0,0,0
BLACKROCK NEW YORK MUNICIPAL INCOME QUALITY TRUST,Financial Services,89000000,0,0,0,0,0
CODA OCTOPUS GROUP,Industries,68000000,0,0,0,0,0
EPSILON ENERGY,Energy,89000000,0,0,0,0,0
HALLADOR ENERGY COMPANY,Energy,46000000,0,0,0,0,0
MFS INVESTMENT GRADE MUNICIPAL TRUST,Financial Services,89000000,0,0,0,0,0
POSTAL REALTY TRUST,Real Estate,160000000,0,0,0,0,0
REKOR SYSTEMS,Industries,252000000,0,0,0,0,0
GOLDFIELD CORPORATION,Industries,171000000,0,0,0,0,0
CURRENCY EXCHANGE INTERNATIONAL,Financial Services,60000000,0,0,0,0,0
KEWEENAW LAND ASSOCIATION,Basic Materials,94000000,0,0,0,0,0
URBAN ONE,Communication Services,89000000,0,0,0,0,0
AMERICAN RIVER BANKSHARES,Financial Services,78000000,0,0,0,0,0
COMMERCEWEST BANK,Financial Services,74000000,0,0,0,0,0
EMCLAIRE FINANCIAL CORP,Financial Services,84000000,0,0,0,0,0
EMCORE CORPORATION,Technology,161000000,0,0,0,0,0
FULL HOUSE RESORTS,Consumer Cyclical,107000000,0,0,0,0,0
HONAT BANCORP,Financial Services,88000000,0,0,0,0,0
NOBILITY HOMES,Consumer Cyclical,92000000,0,0,0,0,0
RESEARCH SOLUTIONS,Technology,61000000,0,0,0,0,0
SUMMIT THERAPEUTICS,Healthcare,387000000,0,0,0,0,0
LAKELAND INDUSTRIES,Consumer Cyclical,211000000,0,0,0,0,0
BEASLEY BROADCAST GROUP,Communication Services,44000000,0,0,0,0,0
CHINA XIANGTAI FOOD,Consumer Defensive,28000000,0,0,0,0,0
COMMUNITY FIRST BANCSHARES,Financial Services,73000000,0,0,0,0,0
UNION BANK,Financial Services,70000000,0,0,0,0,0
UNITED BANCORP,Financial Services,79000000,0,0,0,0,0
AURA MINERALS,Basic Materials,822000000,0,0,0,0,0
KINGSTONE COMPANIES,Financial Services,70000000,0,0,0,0,0
COMMUNITIES FIRST FINANCIAL CORPORATION,Financial Services,93000000,0,0,0,0,0
COMMUNITY BANCORP,Financial Services,79000000,0,0,0,0,0
FIRST TRUST SPECIALTY FINANCE AND FINANCIAL OPPORTUNITIES FUND,Financial Services,45000000,0,0,0,0,0
STRATTEC SECURITY CORPORATION,Consumer Cyclical,191000000,0,0,0,0,0
INTERGROUP CORPORATION,Consumer Cyclical,69000000,0,0,0,0,0
CRYSTAL VALLEY FINANCIAL CORPORATION,Financial Services,81000000,0,0,0,0,0
NUVEEN MUNICIPAL 2021 TARGET TERM FUND,Financial Services,85000000,0,0,0,0,0
BLUE APRON HOLDINGS,Consumer Cyclical,99000000,0,0,0,0,0
GREAT ELM CAPITAL GROUP,Financial Services,69000000,0,0,0,0,0
LANTRONIX,Technology,125000000,0,0,0,0,0
LEE ENTERPRISES,Communication Services,74000000,0,0,0,0,0
NEURONETICS,Healthcare,211000000,0,0,0,0,0
NUVEEN HIGH INCOME 2023 TARGET TERM FUND,Financial Services,75000000,0,0,0,0,0
NUVEEN MINNESOTA QUALITY MUNICIPAL INCOME FUND,Financial Services,86000000,0,0,0,0,0
CENTRIC FINANCIAL CORPORATION,Financial Services,75000000,0,0,0,0,0
CNB COMMUNITY BANCORP,Financial Services,74000000,0,0,0,0,0
CUMBERLAND PHARMACEUTICALS,Healthcare,44000000,0,0,0,0,0
NOVAN,Healthcare,115000000,0,0,0,0,0
TRANSACT TECHNOLOGIES,Technology,63000000,0,0,0,0,0
U.S. AUTO PARTS NETWORK,Consumer Cyclical,594000000,0,0,0,0,0
XAI OCTAGON FLOATING RATE & ALTERNATIVE INCOME TERM TRUST,Financial Services,97000000,0,0,0,0,0
KEZAR LIFE SCIENCES,Healthcare,246000000,0,0,0,0,0
RESONANT,Technology,145000000,0,0,0,0,0
AGEX THERAPEUTICS,Healthcare,57000000,0,0,0,0,0
FAUQUIER BANKSHARES,Financial Services,66000000,0,0,0,0,0
MINDS + MACHINES GROUP,Technology,60000000,0,0,0,0,0
SYNLOGIC,Healthcare,75000000,0,0,0,0,0
ACME UNITED CORPORATION,Consumer Defensive,101000000,0,0,0,0,0
CHEMBIO DIAGNOSTICS,Healthcare,96000000,0,0,0,0,0
CPI AEROSTRUCTURES,Industries,46000000,0,0,0,0,0
LEDYARD FINANCIAL GROUP,Financial Services,62000000,0,0,0,0,0
MOBILESMITH,Healthcare,98000000,0,0,0,0,0
CONSUMER PORTFOLIO SERVICES,Financial Services,94000000,0,0,0,0,0
APPLIED GENETIC TECHNOLOGIES CORPORATION,Healthcare,106000000,0,0,0,0,0
KISH BANCORP,Financial Services,74000000,0,0,0,0,0
CATALYST BIOSCIENCES,Healthcare,139000000,0,0,0,0,0
GREAT ELM CAPITAL CORPORATION,Financial Services,79000000,0,0,0,0,0
STABILIS ENERGY,Energy,46000000,0,0,0,0,0
SONIM TECHNOLOGIES,Technology,48000000,0,0,0,0,0
ACLARIS THERAPEUTICS,Healthcare,278000000,0,0,0,0,0
ALPHA ENERGY,Energy,93000000,0,0,0,0,0
COMPUTER TASK GROUP,Technology,93000000,0,0,0,0,0
EYENOVIA,Healthcare,151000000,0,0,0,0,0
FIFTH STREET ASSET MANAGEMENT,Financial Services,78000000,0,0,0,0,0
NEUBERGER BERMAN CALIFORNIA MUNICIPAL FUND,Financial Services,75000000,0,0,0,0,0
PARKWAY ACQUISITION,Financial Services,59000000,0,0,0,0,0
VOC ENERGY TRUST,Energy,38000000,0,0,0,0,0
EXELA TECHNOLOGIES,Technology,63000000,0,0,0,0,0
GULF ISLAND FABRICATION,Energy,47000000,0,0,0,0,0
ARK RESTAURANTS,Consumer Cyclical,68000000,0,0,0,0,0
CLOUGH GLOBAL DIVIDEND AND INCOME FUND,Financial Services,87000000,0,0,0,0,0
IF BANCORP,Financial Services,70000000,0,0,0,0,0
JEFFERSONVILLE BANCORP,Financial Services,72000000,0,0,0,0,0
JOHN HANCOCK INVESTMENTS - JOHN HANCOCK TAX-ADVANTAGED GLOBAL SHAREHOLDER YIELD FUND,Financial Services,60000000,0,0,0,0,0
NEPHROS,Healthcare,85000000,0,0,0,0,0
SUMMIT STATE BANK,Financial Services,80000000,0,0,0,0,0
PFSWEB,Industries,132000000,0,0,0,0,0
AVIAT NETWORKS,Technology,187000000,0,0,0,0,0
BEYOND AIR,Healthcare,91000000,0,0,0,0,0
FFBW,Financial Services,77000000,0,0,0,0,0
HANOVER FOODS CORPORATION,Consumer Defensive,85000000,0,0,0,0,0
HENNESSY ADVISORS,Financial Services,63000000,0,0,0,0,0
MADISON COUNTY FINANCIAL,Financial Services,81000000,0,0,0,0,0
NUTRIBAND,Healthcare,92000000,0,0,0,0,0
VACCINEX,Healthcare,46000000,0,0,0,0,0
NEOS THERAPEUTICS,Healthcare,32000000,0,0,0,0,0
CENTRAL FEDERAL CORPORATION,Financial Services,113000000,0,0,0,0,0
CHARAH SOLUTIONS,Industries,86000000,0,0,0,0,0
INDEPENDENCE CONTRACT DRILLING,Energy,18000000,0,0,0,0,0
INFRASTRUCTURE AND ENERGY ALTERNATIVES,Industries,378000000,0,0,0,0,0
ORGENESIS,Healthcare,109000000,0,0,0,0,0
PERMA-PIPE INTERNATIONAL HOLDINGS,Industries,49000000,0,0,0,0,0
FREEDOM BANK OF VIRGINIA,Financial Services,66000000,0,0,0,0,0
ELECTROMED,Healthcare,84000000,0,0,0,0,0
FIRST US BANCSHARES,Financial Services,56000000,0,0,0,0,0
INTRUSION,Technology,306000000,0,0,0,0,0
UNITED BANCSHARES,Financial Services,80000000,0,0,0,0,0
AMERISERV FINANCIAL,Financial Services,53000000,0,0,0,0,0
CATABASIS PHARMACEUTICALS,Healthcare,43000000,0,0,0,0,0
EATON VANCE NEW YORK MUNICIPAL INCOME TRUST,Financial Services,76000000,0,0,0,0,0
FUJIAN BLUE HAT INTERACTIVE ENTERTAINMENT TECHNOLOGY,Communication Services,33000000,0,0,0,0,0
HOUSTON WIRE & CABLE COMPANY,Industries,46000000,0,0,0,0,0
S&W SEED COMPANY,Consumer Defensive,98000000,0,0,0,0,0
EUROPEAN EQUITY FUND,Financial Services,78000000,0,0,0,0,0
LGL GROUP,Technology,66000000,0,0,0,0,0
WAYSIDE TECHNOLOGY GROUP,Technology,83000000,0,0,0,0,0
BLACKROCK NEW YORK MUNICIPAL INCOME TRUST II,Financial Services,73000000,0,0,0,0,0
DELAWARE INVESTMENTS COLORADO MUNICIPAL INCOME FUND,Financial Services,69000000,0,0,0,0,0
FIRST TRUST/ABERDEEN EMERGING OPPORTUNITY FUND,Financial Services,72000000,0,0,0,0,0
IDW MEDIA HOLDINGS,Communication Services,34000000,0,0,0,0,0
MAGYAR BANCORP,Financial Services,56000000,0,0,0,0,0
MV OIL TRUST,Energy,36000000,0,0,0,0,0
NEMAURA MEDICAL,Healthcare,86000000,0,0,0,0,0
NUVEEN MULTI-MARKET INCOME FUND,Financial Services,68000000,0,0,0,0,0
PRAETORIAN PROPERTY,Real Estate,144000000,0,0,0,0,0
PRO-DEX,Healthcare,122000000,0,0,0,0,0
SHARPS COMPLIANCE,Industries,152000000,0,0,0,0,0
ALPINE IMMUNE SCIENCES,Healthcare,300000000,0,0,0,0,0
GREENVISION ACQUISITION,Financial Services,74000000,0,0,0,0,0
POLARITYTE,Healthcare,30000000,0,0,0,0,0
ABERDEEN GLOBAL INCOME FUND,Financial Services,69000000,0,0,0,0,0
ATIF HOLDINGS,Financial Services,48000000,0,0,0,0,0
SCOPE INDUSTRIES,Industries,70000000,0,0,0,0,0
CUSHING MLP & INFRASTRUCTURE TOTAL RETURN FUND,Financial Services,47000000,0,0,0,0,0
TWO RIVERS FINANCIAL GROUP,Financial Services,62000000,0,0,0,0,0
IBU-TEC ADVANCED MATERIALS AG,Basic Materials,150000000,0,0,0,0,0
PROFIRE ENERGY,Energy,40000000,0,0,0,0,0
CBDMD,Healthcare,154000000,0,0,0,0,0
CYCLERION THERAPEUTICS,Healthcare,104000000,0,0,0,0,0
DIMECO,Financial Services,80000000,0,0,0,0,0
GREEN HYGIENICS HOLDINGS,Financial Services,30000000,0,0,0,0,0
KATAHDIN BANKSHARES,Financial Services,62000000,0,0,0,0,0
PERMROCK ROYALTY TRUST,Energy,32000000,0,0,0,0,0
GETSWIFT,Technology,50000000,0,0,0,0,0
STRATA SKIN SCIENCES,Healthcare,50000000,0,0,0,0,0
180 DEGREE CAPITAL,Financial Services,23000000,0,0,0,0,0
BANK OF JAMES FINANCIAL GROUP,Financial Services,54000000,0,0,0,0,0
BEBE STORES,Consumer Cyclical,57000000,0,0,0,0,0
DOVER MOTORSPORTS,Consumer Cyclical,83000000,0,0,0,0,0
EQUILLIUM,Healthcare,132000000,0,0,0,0,0
JZZ TECHNOLOGIES,Technology,3000000,0,0,0,0,0
